x,y
180,380
644,382
2090,385
739,385
255,386
673,386
2080,387
201,390
2070,396
668,393
1779,393
725,395
2032,399
1933,400
1797,406
1759,406
2017,409
224,412
2026,409
1762,413
2033,410
1771,415
1783,414
1539,417
1745,417
2027,420
1524,422
1958,421
1659,427
1780,424
1833,427
2012,432
1708,428
1979,433
1864,436
233,432
198,438
1906,439
2011,443
954,443
1661,442
1655,449
1914,450
1923,446
1934,450
1985,452
1638,453
242,456
1648,453
232,467
1657,462
180,465
250,465
1633,464
1700,465
1889,465
1899,466
1974,469
1994,472
1987,471
964,475
187,475
1900,483
1936,489
604,489
851,488
1000,493
718,496
755,496
1905,495
2000,497
849,498
1926,506
223,503
610,503
769,502
1629,505
1820,505
155,505
865,507
1835,504
117,508
255,507
725,508
667,510
845,509
713,515
775,512
785,513
623,514
1997,525
723,517
1791,520
738,520
837,523
1832,523
1029,525
658,528
1678,539
1736,526
859,527
796,532
813,529
724,532
747,532
1622,532
479,536
694,538
540,538
614,539
827,538
874,541
1620,544
811,546
1692,548
711,547
879,551
1668,552
1852,549
779,554
1629,559
1612,558
707,560
1738,562
723,564
1687,563
1764,563
1701,570
740,570
2007,573
1645,582
1730,574
1797,573
112,577
1742,575
1781,575
870,580
1766,578
1961,579
1706,581
569,585
691,585
1688,593
1711,588
1744,589
1782,588
1795,590
112,591
1617,590
1903,592
1882,595
1952,595
1839,599
152,603
1733,604
1751,603
1965,608
1803,609
1882,608
1923,607
1658,611
1907,616
678,614
699,614
1865,617
647,622
582,621
1893,620
2022,623
42,624
627,625
1799,621
1612,623
1659,627
1972,626
1767,629
1886,628
1926,629
1961,630
702,632
1652,632
1794,631
1861,631
1905,631
667,634
1607,633
1710,634
1893,634
1677,634
1760,642
1841,635
1944,637
2002,638
1774,643
1812,642
1926,643
1959,644
1993,639
54,641
1865,648
676,647
1668,648
1941,650
1919,650
645,655
1676,654
1980,654
596,655
1835,655
725,659
1803,657
1923,658
1991,657
2012,660
1852,662
1772,666
1795,665
1952,665
2026,671
1647,674
392,674
1724,669
1804,669
1824,671
1929,681
1965,669
1904,672
1790,676
1899,680
1720,681
1831,681
1772,684
1861,684
1883,683
1946,691
2042,686
1825,688
1890,690
1785,692
1845,691
1753,694
1895,695
1915,693
1685,694
440,696
1650,699
2025,700
2037,696
1844,699
1861,699
1928,703
1884,703
1914,701
1684,704
397,706
1749,708
1950,708
1940,706
2036,710
1652,712
1913,712
2027,716
1837,715
1980,721
2038,719
1836,724
1912,725
1928,723
2048,724
1648,728
696,733
1638,731
1730,734
1879,733
1978,735
2024,732
1778,737
1854,739
1818,740
1841,739
614,742
1696,739
656,746
1652,743
1679,746
2033,749
1731,746
1878,746
1772,747
353,754
1697,749
1796,752
2046,751
1712,754
1725,754
1849,753
1691,760
1921,757
1676,758
1774,761
1964,758
373,762
741,761
1652,763
650,764
672,763
2061,767
1704,764
1721,765
1835,766
1911,776
2052,764
407,771
499,771
468,769
1672,782
1775,774
511,774
1758,776
356,778
362,776
1649,778
1958,780
2085,778
520,784
649,781
1748,781
1789,793
1981,783
528,803
1653,790
2064,790
291,793
360,793
1957,792
1982,792
1838,794
683,796
1865,795
323,801
369,798
1676,801
1747,802
1922,801
1696,803
1769,810
1903,802
1941,809
2067,809
283,820
1872,810
1711,811
1843,812
1740,815
368,816
1814,825
2046,823
1872,825
2064,826
572,830
1917,831
1940,830
529,834
1898,832
2072,833
2061,835
1800,839
1814,836
1845,838
1710,846
1768,842
1896,848
1919,844
1941,846
2073,846
102,858
1851,852
44,858
1772,855
1790,853
544,860
2076,857
1634,859
1811,861
1917,865
1944,864
1686,865
1650,872
1841,871
1904,876
1944,876
555,886
1965,878
2076,875
97,880
1880,881
1838,882
144,885
1899,889
1917,887
1996,889
1690,890
1730,893
2077,889
1794,895
1769,896
1973,894
1665,898
1737,902
4,902
1950,902
2005,903
1672,912
1800,907
1899,909
1970,911
1691,918
1955,912
2093,922
1714,914
1827,915
1926,916
1854,918
1878,921
1643,919
514,923
1904,921
1826,924
1717,925
1851,928
1976,930
1803,934
1680,938
519,939
1829,943
1672,944
1805,946
1638,952
1904,953
2000,954
1676,954
1751,959
1853,958
1667,959
1633,966
1909,964
2006,967
2138,965
1676,966
1941,978
527,983
1835,986
1907,986
459,994
1690,987
1946,988
612,993
1615,993
1887,993
1764,996
1907,996
2018,995
1838,997
1984,999
2139,995
1688,1003
1919,1004
2066,999
1735,1006
1655,1008
1832,1013
1885,1008
2070,1009
549,1006
1765,1009
1875,1007
1900,1014
2054,1019
2027,1012
1970,1012
466,1016
1984,1013
445,1019
1630,1021
1711,1020
1741,1022
1657,1025
1954,1022
1835,1023
2004,1028
2064,1024
1838,1037
1775,1031
1979,1033
450,1035
1810,1040
1868,1040
549,1043
1932,1040
291,1044
2150,1040
1595,1044
1896,1045
1668,1044
437,1052
425,1054
532,1054
1674,1053
1816,1054
1845,1054
1873,1054
1934,1054
558,1054
1896,1055
567,1056
1620,1059
1783,1058
1979,1060
1957,1060
1995,1059
2016,1059
279,1066
444,1069
540,1068
1619,1069
1678,1072
1985,1071
2149,1067
56,1074
2001,1071
2051,1071
1754,1077
87,1082
1758,1083
2030,1089
2161,1089
1688,1093
1763,1104
2027,1104
1557,1103
1692,1105
2183,1105
186,1112
416,1113
29,1115
1703,1113
1768,1117
2184,1117
61,1129
1873,1131
79,1134
1676,1145
1628,1143
2086,1137
2157,1137
2175,1141
1874,1144
67,1150
1605,1145
2086,1145
2108,1145
217,1149
2181,1150
1717,1158
2196,1156
1834,1159
2110,1157
1693,1159
1660,1173
1811,1169
1623,1172
1768,1173
114,1180
1671,1178
1718,1181
1627,1182
2002,1185
384,1187
1545,1186
1985,1186
2093,1192
1983,1195
2207,1192
1622,1202
2223,1205
351,1207
1834,1212
122,1219
332,1220
1618,1220
1898,1226
2129,1218
2182,1221
17,1223
1827,1222
1872,1228
2229,1231
1638,1230
1773,1231
2076,1233
2181,1233
356,1238
1943,1240
2020,1240
2208,1240
244,1243
23,1245
1932,1246
